CONCEPTICON_ID	WORDNET_SYNSET	OPEN_WORDNET_ID	WORDNET_GLOSS	WORDNET_POS	WORDNET_DEFINITION
391	v00866505	00866505-v	bless	v	give a benediction to; "The dying man blessed his son"
392	n05967977	05967977-n	magic//thaumaturgy	n	any art that invokes supernatural powers
393	n00395654	00395654-n	circumcision	n	the act of circumcising; surgical removal of the foreskin of males
395	n03936568	03936568-n	pill//lozenge//tablet//tab	n	a dose of medicine in the form of a small pellet
397	n06478452	06478452-n	birth certificate	n	a copy of the official document giving details of a person's birth
406	n10375506	10375506-n	old man//greybeard//graybeard//Methuselah	n	a man who is very old
410	n07711907	07711907-n	yam	n	edible tuberous root of various yam plants of the genus Dioscorea grown in the tropics world-wide for food
411	n03449451	03449451-n	gourd//calabash	n	bottle made from the dried shell of a bottle gourd
416	n03861271	03861271-n	outrigger	n	a stabilizer for a canoe; spars attach to a shaped log or float parallel to the hull
417	r00257784	00257784-r	thrice	r	three times; "I called you thrice last night"
420	n08438533	08438533-n	forest//wood//woods	n	the trees and other plants in a large densely wooded area
421	v01994442	01994442-v	withdraw//retreat//pull away//draw back//recede//pull back//retire//move back	v	pull back or move away or backward; "The enemy withdrew"; "The limo pulled away from the curb"
424	n10193967	10193967-n	husband//hubby//married man	n	a married man; a woman's partner in marriage
426	n10780632	10780632-n	wife//married woman	n	a married woman; a man's partner in marriage
430	v00143914	00143914-v	twist	v	form into twists; "Twist the strips of dough"
474	n03236735	03236735-n	dress//frock	n	a one-piece garment for a woman; has skirt and bodice
476	n03147509	03147509-n	cup	n	a small open container usually used for drinking; usually has a handle; "he put the cup back in the saucer"; "the handle of the cup was missing"
477	r00100267	00100267-r	late//belatedly//tardily	r	later than usual or than expected; "the train arrived late"; "we awoke late"; "the children came late to school"; "notice came so tardily that we almost missed the deadline"; "I belatedly wished her a happy birthday"
478	n05305806	05305806-n	lip	n	either of two fleshy folds of tissue that surround the mouth and play a role in speaking
479	v00231557	00231557-v	grow	v	increase in size by natural process; "Corn doesn't grow here"; "In these forests, mushrooms grow under the trees"; "her hair doesn't grow much anymore"
480	n03959485	03959485-n	plate	n	dish on which food is served or from which food is eaten
481	n03206908	03206908-n	dish	n	a piece of dishware normally used as a container for holding or serving food; "we gave them a set of dishes for a wedding present"
482	n10271677	10271677-n	Lord//noble//nobleman	n	a titled peer of the realm
484	v00906735	00906735-v	sentence//condemn//doom	v	pronounce a sentence on (somebody) in a court of law; "He was condemned to ten years in prison"
485	v00426958	00426958-v	disappear//vanish//go away	v	get lost, as without warning or explanation; "He disappeared without a trace"
486	n10320863	10320863-n	minister//government minister	n	a person appointed to a high office in the government; "Minister of Finance"
488	n04928903	04928903-n	manner//mode//style//way//fashion	n	how something is done or how it happens; "her dignified manner"; "his rapid manner of talking"; "their nomadic mode of existence"; "in the characteristic New York style"; "a lonely way of life"; "in an abrasive fashion"
489	n05332802	05332802-n	kidney	n	either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine; "urine passes out of the kidney through ureters to the bladder"
490	n08369220	08369220-n	descendants//posterity	n	all of the offspring of a given progenitor; "we must secure the benefits of freedom for ourselves and our posterity"
492	a02186580	02186580-a	three//3//iii	a	being one more than two
493	a02186750	02186750-a	five//5//v	a	being one more than four
497	n14363483	14363483-n	scar//cicatrix//cicatrice	n	a mark left (usually on the skin) by the healing of injured tissue
498	n05574332	05574332-n	calf//sura	n	the muscular back part of the shank
499	v00081725	00081725-v	bring around//cure//heal	v	provide a cure for, make healthy again; "The treatment cured the boy's acne"; "The quack pretended to heal patients but never managed to"
501	v01974062	01974062-v	raise//lift//elevate//get up//bring up	v	raise from a lower to a higher position; "Raise your hands"; "Lift a load"
502	n03804744	03804744-n	nail	n	a thin pointed piece of metal that is hammered into materials as a fastener
503	n01639765	01639765-n	frog//toad//toad frog//anuran//batrachian//salientian	n	any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species
504	v00597915	00597915-v	learn//larn//acquire	v	gain knowledge or skills; "She learned dancing from her sister"; "I learned Sanskrit"; "Children acquire language at an amazing rate"
505	n10399491	10399491-n	parent	n	a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian
506	n12143676	12143676-n	corn//maize//Indian corn//Zea mays	n	tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times
509	a00335421	00335421-a	certain	a	established beyond doubt or question; definitely known; "what is certain is that every effect must have a cause"; "it is certain that they were on the bus"; "his fate is certain"; "the date for the invasion is certain"
522	n02114100	02114100-n	wolf	n	any of various predatory carnivorous canine mammals of North America and Eurasia that usually hunt in packs
525	n05333777	05333777-n	artery//arteria//arterial blood vessel	n	a blood vessel that carries blood from the heart to the body
526	v01047381	01047381-v	howl//wrawl//yammer//yowl	v	cry loudly, as of animals; "The coyotes were howling in the desert"
539	n09369169	09369169-n	nest	n	a structure in which animals lay eggs or give birth to their young
568	v01968569	01968569-v	rise//lift//arise//move up//go up//come up//uprise	v	move upward; "The fog lifted"; "The smoke arose from the forest fire"; "The mist uprose from the meadows"
576	n09262955	09262955-n	dandruff	n	loose scales shed from the scalp; "I could see the dandruff on her shoulders"
578	v01431230	01431230-v	snog//kiss//buss//osculate	v	touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.; "The newly married couple kissed"; "She kissed her grandfather on the forehead when she entered the room"
579	n00953559	00953559-n	battle//conflict//fight//engagement	n	a hostile meeting of opposing military forces in the course of a war; "Grant won a decisive victory in the battle of Chickamauga"; "he lost his romantic ideas about war when he got into a real engagement"
580	n03404149	03404149-n	fur	n	a garment made of the dressed hairy coat of a mammal
581	v00959524	00959524-v	hark back//return//come back//recall	v	go back to something earlier; "This harks back to a previous remark of his"
582	v02324182	02324182-v	lend//loan	v	give temporarily; let have for a limited time; "I will lend you my car"; "loan me some money"
584	a00744916	00744916-a	difficult//hard	a	not easy; requiring great physical or mental effort to accomplish or comprehend or endure; "a difficult task"; "nesting places on the cliffs are difficult of access"; "difficult times"; "why is it so hard for you to keep a secret?"
585	n02872752	02872752-n	boot	n	footwear that covers the whole foot and lower leg
586	n03417749	03417749-n	garden	n	a yard or lawn adjoining a house
587	n02219486	02219486-n	ant//emmet//pismire	n	social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers
588	a00680156	00680156-a	broken//busted	a	out of working order (`busted' is an informal substitute for `broken'); "a broken washing machine"; "the coke machine is broken"; "the coke machine is busted"
590	a00457998	00457998-a	bare//au naturel//naked//nude	a	completely unclothed; "bare bodies"; "naked from the waist up"; "a nude model"
591	n06787150	06787150-n	address//destination//name and address	n	written directions for finding some location; written on letters or packages that are to be delivered to that location
592	v00072012	00072012-v	make//urinate//piddle//puddle//micturate//piss//pee//pee-pee//make water//relieve oneself//take a leak//spend a penny//wee//wee-wee//pass water	v	eliminate urine; "Again, the cat had made on the expensive rug"
593	n07710616	07710616-n	potato//white potato//Irish potato//murphy//spud//tater	n	an edible tuber native to South America; a staple food of Ireland
594	n09385911	09385911-n	part//piece	n	a portion of a natural object; "they analyzed the river into three parts"; "he needed a piece of granite"
596	n06796119	06796119-n	postage//postage stamp//stamp	n	a small adhesive token stuck on a letter or package to indicate that that postal fees have been paid
597	n10020890	10020890-n	doctor//doc//physician//MD//Dr.//medico	n	a licensed medical practitioner; "I felt so bad I went to see my doctor"
598	n01904182	01904182-n	shell	n	the hard largely calcareous covering of a mollusc or a brachiopod
599	n06550206	06550206-n	driver's license//driver's licence//driving license//driving licence	n	a license authorizing the bearer to drive a motor vehicle
601	v00834259	00834259-v	lie	v	tell an untruth; pretend with intent to deceive; "Don't lie to your parents"; "She lied when she told me she was only 29"
602	v02144835	02144835-v	hide//conceal	v	prevent from being seen or discovered; "Muslim women hide their faces"; "hide the money"
603	n03057021	03057021-n	coat	n	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors
604	n14881303	14881303-n	glass	n	a brittle transparent solid with irregular atomic structure
605	n12141385	12141385-n	grain	n	a cereal grass; "wheat is a grain that is grown in Kansas"
606	n12102133	12102133-n	grass	n	narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay
607	n02226429	02226429-n	grasshopper//hopper	n	terrestrial plant-eating insect with hind legs adapted for leaping
610	n08633957	08633957-n	port	n	a place (seaport or airport) where people and merchandise can enter or leave a country
611	n13085864	13085864-n	crop//harvest	n	the yield from plants in a single growing season
613	n07401960	07401960-n	high tide//high water//highwater	n	the tide when the water is highest
615	n02374451	02374451-n	horse//Equus caballus	n	solid-hoofed herbivorous quadruped domesticated since prehistoric times
