ID	NUMBER	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	IDS_IN_SOURCE	LINKS	POLYSEMY_CLASS	FREQUENCY_CLASS	DEGREE_CLASS	RELATION_TYPE	FORWARD_SCORES	BACKWARD_SCORES
Lapesa-2014-772-507	507	private	adjective			22:civic-private:1	←105	poli2	freqMed	NOT	HYP	0.2	0.4
Lapesa-2014-772-508	508	probable	adjective			115:probable-improbable:0 116:probable-likely:0 117:probable-likely:0 118:probable-plausible:0 119:probable-possible:0 120:probable-impossible:0 121:probable-improbable:0 122:probable-improbable:0 123:probable-likely:0	→340 →399 →399 →490 →497 →339 →340 →340 →399	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	HIGH NOT HIGH LOW LOW LOW NOT NOT HIGH	ANT ANT SYN SYN HYP ANT SYN HYP HYP	4.9 0.1 4.9 3.4 3.538 4 0 0 4.6	5 0 4.8 4.1 4.273 4.2 0 0 4.5
Lapesa-2014-772-509	509	processed	adjective			215:unrefined-processed:1	←719	poli3	freqMin	LOW	ANT	5	4.4
Lapesa-2014-772-510	510	progressive	adjective			124:progressive-regressive:0 125:progressive-liberal:0 126:progressive-conservative:0	→539 →395 →133	poli3 poli3 poli3	freqMax freqMax freqMax	HIGH NOT LOW	ANT ANT ANT	4.5 0.7 4.7	4.9 1.4 4.1
Lapesa-2014-772-511	511	promise	noun			643:commitment-promise:1	←118	poli3	freqMax	NOT	ANT	0.2	0.4
Lapesa-2014-772-512	512	prosaic	adjective			109:poetic-prosaic:1 114:poetic-prosaic:1	←494 ←494	poli2 poli2	freqMed freqMed	NOT HIGH	SYN ANT	2.5 3.2	1.3 3.5
Lapesa-2014-772-513	513	protect	verb	2900	PROTECT	249:to-abuse-to-protect:1 252:to-abuse-to-protect:1 532:to-swat-to-protect:1 537:to-swat-to-protect:1	←5 ←5 ←652 ←652	poli3 poli3 poli1 poli1	freqMax freqMax freqMin freqMin	NOT NOT NOT NOT	HYP SYN HYP SYN	0 0 1.6 0.2	0 0 1.6 0
Lapesa-2014-772-514	514	proton	noun			752:neutron-proton:1	←447	poli1	freqMed	NOT	SYN	0.7	0.5
Lapesa-2014-772-515	515	proud	adjective	174	PROUD	63:humble-proud:1	←325	poli3	freqMax	HIGH	ANT	5	4.3
Lapesa-2014-772-516	516	prove	verb			359:to-evidence-to-prove:1	←241	poli3	freqMed	NOT	ANT	0	0.7
Lapesa-2014-772-517	517	provident	adjective			127:provident-careless:0 128:provident-careful:0 129:provident-improvident:0	→87 →86 →341	poli3 poli3 poli3	freqMin freqMin freqMin	HIGH NOT LOW	ANT ANT ANT	3.7 0.8 5	2.8 0.7 5
Lapesa-2014-772-518	518	psychiatric	adjective			130:psychiatric-diagnostic:0 131:psychiatric-mental:0 132:psychiatric-sane:0	→186 →424 →571	poli1 poli1 poli1	freqMax freqMax freqMax	LOW HIGH NOT	HYP HYP HYP	1.9 4.231 0.7	2.8 4.182 1
Lapesa-2014-772-519	519	psychological	adjective			133:psychological-brainy:0 134:psychological-biological:0 135:psychological-physical:0 136:psychological-physical:0 137:psychological-physical:0 138:psychological-mental:0 139:psychological-mental:0 140:psychological-cognitive:0 141:psychological-mental:0	→76 →65 →484 →484 →484 →424 →424 →112 →424	poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	LOW LOW NOT HIGH NOT NOT HIGH LOW HIGH	HYP ANT HYP ANT SYN ANT HYP SYN SYN	2.6 2.1 0.077 3.5 0.4 0.9 4.3 2.7 3.3	2.625 3 0.727 2.8 0.5 0.5 4.6 2.4 4.2
Lapesa-2014-772-520	520	public	adjective			23:civic-public:1	←105	poli2	freqMed	HIGH	HYP	4.4	3.25
Lapesa-2014-772-521	521	punch	noun			772:punch-fist:0 773:punch-caress:0 774:punch-hit:0	→262 →88 →317	poli3 poli3 poli3	freqMed freqMed freqMed	LOW NOT HIGH	SYN SYN SYN	1.3 0.1 4.7	0.8 0 4.7
Lapesa-2014-772-522	522	pure	adjective	1147	PURE	71:impure-pure:1	←342	poli3	freqMin	NOT	HYP	0	0
Lapesa-2014-772-523	523	purify	verb			323:to-contaminate-to-purify:1	←139	poli2	freqMed	LOW	ANT	5	4.5
Lapesa-2014-772-524	524	purposeful	adjective			82:intentional-purposeful:1 84:intentional-purposeful:1	←366 ←366	poli2 poli2	freqMed freqMed	HIGH NOT	SYN ANT	3.9 0	4.5 0.1
Lapesa-2014-772-525	525	question	noun	3268	QUESTION	621:assertion-question:1	←46	poli2	freqMax	LOW	ANT	3	4.1
Lapesa-2014-772-526	526	raise	verb	501	LIFT	564:to-uplift-to-raise:1 566:to-uplift-to-raise:1	←729 ←729	poli3 poli3	freqMed freqMed	NOT HIGH	ANT HYP	0 3.9	1 4.2
Lapesa-2014-772-527	527	rambling	adjective			28:concise-rambling:1 29:concise-rambling:1	←126 ←126	poli3 poli3	freqMed freqMed	NOT HIGH	HYP ANT	0.1 4.7	0.125 4.9
Lapesa-2014-772-528	528	rationale	noun			775:rationale-reasoning:0 776:rationale-nonsense:0 777:rationale-ethics:0	→533 →449 →237	poli1 poli1 poli1	freqMed freqMed freqMed	HIGH NOT LOW	SYN SYN SYN	4.4 0 1.6	4.7 0 1.6
Lapesa-2014-772-529	529	raw	adjective	1959	RAW	216:unrefined-raw:1	←719	poli3	freqMin	NOT	ANT	0	0.4
Lapesa-2014-772-530	530	reach	verb			279:to-arrive-to-reach:1	←43	poli2	freqMax	HIGH	SYN	3.5	3.6
Lapesa-2014-772-531	531	read	verb	724	READ	490:to-scribe-to-read:1	←581	poli1	freqMin	NOT	HYP	0.3	1.4
Lapesa-2014-772-532	532	real	adjective			102:mystical-real:1	←443	poli2	freqMed	NOT	HYP	0.2	0
Lapesa-2014-772-533	533	reasoning	noun			775:rationale-reasoning:1	←528	poli1	freqMed	HIGH	SYN	4.4	4.7
Lapesa-2014-772-534	534	record	verb			349:to-document-to-record:1 353:to-document-to-record:1	←207 ←207	poli2 poli2	freqMax freqMax	HIGH HIGH	SYN HYP	4.7 4.3	4.9 4.6
Lapesa-2014-772-535	535	recoverable	adjective			142:recoverable-lost:0 143:recoverable-savable:0 144:recoverable-destroyed:0	→408 →573 →182	poli3 poli3 poli3	freqMin freqMin freqMin	HIGH NOT LOW	ANT ANT ANT	4.8 0 4.1	4.3 0.3 4.3
Lapesa-2014-772-536	536	recreation	noun			778:recreation-work:0 779:recreation-fun:0 780:recreation-work:0 781:recreation-fun:0 782:recreation-activity:0 783:recreation-business:0	→762 →280 →762 →280 →15 →81	poli1 poli1 poli1 poli1 poli1 poli1	freqMax freqMax freqMax freqMax freqMax freqMax	HIGH NOT NOT LOW HIGH LOW	ANT ANT HYP HYP HYP ANT	4.7 1 0 2.9 3.8 3.7	4.6 0 0.3 3.2 3.7 4
Lapesa-2014-772-537	537	refined	adjective			214:unrefined-refined:1	←719	poli3	freqMin	HIGH	ANT	5	5
Lapesa-2014-772-538	538	refusal	noun			644:commitment-refusal:1	←118	poli3	freqMax	HIGH	ANT	3.5	4
Lapesa-2014-772-539	539	regressive	adjective			124:progressive-regressive:1	←510	poli3	freqMax	HIGH	ANT	4.5	4.9
Lapesa-2014-772-540	540	related	adjective			8:associative-related:1	←47	poli3	freqMin	NOT	ANT	0.6	0.5
Lapesa-2014-772-541	541	release	verb	1095	LET GO OR SET FREE	303:to-confine-to-release:1	←129	poli3	freqMax	LOW	ANT	4.9	4.8
Lapesa-2014-772-542	542	relief	noun			607:alleviation-relief:1	←30	poli2	freqMin	HIGH	SYN	4.8	4.5
Lapesa-2014-772-543	543	religious	adjective			11:biblical-religious:1 15:biblical-religious:1 16:biblical-religious:1	←63 ←63 ←63	poli2 poli2 poli2	freqMax freqMax freqMax	HIGH NOT HIGH	HYP ANT SYN	4.6 0.3 3.2	4.75 0.2 3.7
Lapesa-2014-772-544	544	rendezvous	noun			784:rendezvous-meeting:0 785:rendezvous-parting:0 786:rendezvous-date:0 787:rendezvous-parting:0 788:rendezvous-meeting:0 789:rendezvous-vacation:0	→423 →478 →161 →478 →423 →734	poli3 poli3 poli3 poli3 poli3 poli3	freqMin freqMin freqMin freqMin freqMin freqMin	HIGH NOT LOW NOT HIGH LOW	SYN SYN SYN HYP HYP HYP	4.5 0 3.9 0 3.6 1.4	4.5 0 3.3 0.6 4.4 2.8
Lapesa-2014-772-545	545	replicate	verb			472:to-replicate-to-make:0 473:to-replicate-to-copy:0 474:to-replicate-to-copy:0 475:to-replicate-to-destroy:0 476:to-replicate-to-reproduce:0 477:to-replicate-to-destroy:0	→413 →143 →143 →181 →547 →181	poli1 poli1 poli1 poli1 poli1 poli1	freqMax freqMax freqMax freqMax freqMax freqMax	LOW HIGH HIGH NOT LOW NOT	HYP SYN HYP HYP SYN SYN	4 4.9 4.7 0 4.3 0	3.8 4.9 4.7 0 4.4 0
Lapesa-2014-772-546	546	representative	adjective			153:symbolic-representative:1 155:symbolic-representative:1	←654 ←654	poli2 poli2	freqMax freqMax	HIGH NOT	SYN ANT	3.4 0.8	4.1 1
Lapesa-2014-772-547	547	reproduce	verb			476:to-replicate-to-reproduce:1	←545	poli1	freqMax	LOW	SYN	4.3	4.4
Lapesa-2014-772-548	548	reproduction	noun			746:metamorphosis-reproduction:1	←425	poli3	freqMin	LOW	HYP	0.4	2.2
Lapesa-2014-772-549	549	resourced	adjective			53:funded-resourced:1	←281	poli1	freqMax	LOW	HYP	4.5	4.4
Lapesa-2014-772-550	550	resourceful	adjective			165:thrifty-resourceful:1	←666	poli3	freqMin	LOW	SYN	3.2	3.7
Lapesa-2014-772-551	551	responsive	adjective			50:excitable-responsive:1	←242	poli3	freqMin	LOW	HYP	4.7	3.7
Lapesa-2014-772-552	552	rest	verb	168	REST	539:to-toil-to-rest:1 543:to-toil-to-rest:1	←669 ←669	poli1 poli1	freqMed freqMed	NOT NOT	HYP SYN	0.5 0	0.5 0
Lapesa-2014-772-553	553	restrict	verb			302:to-confine-to-restrict:1 306:to-confine-to-restrict:1	←129 ←129	poli3 poli3	freqMax freqMax	NOT HIGH	ANT SYN	0 4.1	0.1 4.6
Lapesa-2014-772-554	554	retract	verb			350:to-document-to-retract:1	←207	poli2	freqMax	NOT	SYN	0.1	0.1
Lapesa-2014-772-555	555	reveal	verb			346:to-disclose-to-reveal:1	←191	poli2	freqMax	HIGH	SYN	4.9	4.9
Lapesa-2014-772-556	556	reverend	noun			760:pastor-reverend:1	←479	poli1	freqMed	LOW	SYN	4.6	4.5
Lapesa-2014-772-557	557	review	verb			339:to-critique-to-review:1	←154	poli1	freqMin	NOT	ANT	0.9	0.5
Lapesa-2014-772-558	558	revive	verb			415:to-kill-to-revive:1 417:to-kill-to-revive:1	←379 ←379	poli3 poli3	freqMax freqMax	NOT NOT	HYP SYN	0 0	0 0
Lapesa-2014-772-559	559	ride	verb	367	RIDE	461:to-park-to-ride:1	←473	poli2	freqMax	LOW	ANT	4.6	4.6
Lapesa-2014-772-560	560	rivalry	noun			790:rivalry-competition:0 791:rivalry-challenge:0 792:rivalry-friendship:0	→122 →95 →275	poli1 poli1 poli1	freqMed freqMed freqMed	HIGH LOW NOT	SYN SYN SYN	3.9 2.1 0	4.5 2.9 0.1
Lapesa-2014-772-561	561	rock	noun	668	ROCK	820:stone-rock:1	←637	poli3	freqMax	HIGH	SYN	4.8	4.9
Lapesa-2014-772-562	562	rough	adjective	1923	ROUGH	187:uneven-rough:1	←700	poli3	freqMed	NOT	ANT	0.3	0.4
Lapesa-2014-772-563	563	rub	verb	1449	RUB	469:to-polish-to-rub:1 478:to-rub-to-massage:0 479:to-rub-to-scratch:0 480:to-rub-to-abrade:0	←495 →417 →578 →3	poli3 poli3 poli3 poli3	freqMed freqMax freqMax freqMax	LOW HIGH NOT LOW	HYP SYN SYN SYN	4.6 3.5 2.5 3.4	3.8 4.5 1.2 3.4
Lapesa-2014-772-564	564	ruler	noun	2554	PRINCE (RULER)	696:emperor-ruler:1	←222	poli3	freqMed	HIGH	HYP	4.8	4.5
Lapesa-2014-772-565	565	rumour	noun	63	RUMOUR	793:rumour-gossip:0 794:rumour-truth:0 795:rumour-truth:0 796:rumour-information:0 797:rumour-truth:0 798:rumour-hearsay:0 799:rumour-lie:0 800:rumour-fact:0 801:rumour-gossip:0	→293 →682 →682 →357 →682 →310 →396 →250 →293	poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1 poli1	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	NOT NOT NOT LOW HIGH LOW HIGH LOW HIGH	ANT HYP SYN HYP ANT SYN SYN ANT HYP	0 0.1 0.2 2.6 3.4 4.4 1.9 4.2 4.3	0.1 1 0.3 3.2 4 4.7 2.4 4.9 4
Lapesa-2014-772-566	566	rural	adjective			96:metropolitan-rural:1	←426	poli1	freqMed	NOT	SYN	0.5	0
Lapesa-2014-772-567	567	rustle	verb	2877	RUSTLE (OF LEAVES)	574:to-whisper-to-rustle:1	←755	poli1	freqMed	LOW	SYN	0.7	1.6
Lapesa-2014-772-568	568	saloon	noun			802:saloon-bar:0 803:saloon-tavern:0 804:saloon-church:0 805:saloon-teahouse:0 806:saloon-bar:0 807:saloon-bar:0 808:saloon-church:0 809:saloon-tavern:0 810:saloon-church:0	→54 →658 →102 →660 →54 →54 →102 →658 →102	poli2 poli2 poli2 poli2 poli2 poli2 poli2 poli2 poli2	freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed freqMed	HIGH LOW NOT LOW HIGH NOT HIGH LOW NOT	HYP HYP HYP ANT SYN ANT ANT SYN SYN	3.5 2.9 0.1 2.4 4.8 0 3.3 5 0	4.7 3.1 0.1 2.8 4.8 0 3.2 4.9 0
Lapesa-2014-772-569	569	sand	noun	671	SAND	821:stone-sand:1	←637	poli3	freqMax	NOT	SYN	0.9	0.8
Lapesa-2014-772-570	570	sandstorm	noun			811:sandstorm-weather:0 812:sandstorm-event:0 813:sandstorm-hurricane:0	→749 →240 →326	poli1 poli1 poli1	freqMin freqMin freqMin	HIGH LOW NOT	HYP HYP HYP	3.7 3.2 0.1	4.7 3.8 0.2
Lapesa-2014-772-571	571	sane	adjective			132:psychiatric-sane:1	←518	poli1	freqMax	NOT	HYP	0.7	1
Lapesa-2014-772-572	572	satisfactory	adjective			219:unsatisfactory-satisfactory:1 222:unsatisfactory-satisfactory:1	←721 ←721	poli3 poli3	freqMed freqMed	NOT HIGH	SYN ANT	0 5	0 5
Lapesa-2014-772-573	573	savable	adjective			143:recoverable-savable:1	←535	poli3	freqMin	NOT	ANT	0	0.3
Lapesa-2014-772-574	574	schooling	noun			677:education-schooling:1 680:education-schooling:1	←214 ←214	poli3 poli3	freqMax freqMax	NOT HIGH	ANT SYN	0.1 4.9	0.2 4.3
Lapesa-2014-772-575	575	scientific	adjective			19:chemical-scientific:1	←101	poli2	freqMax	LOW	SYN	1.9	1.3
Lapesa-2014-772-576	576	scientist	noun			615:artist-scientist:1	←44	poli1	freqMax	NOT	SYN	0.9	0.6
Lapesa-2014-772-577	577	scorpion	noun	1538	SCORPION	612:arachnid-scorpion:1	←39	poli1	freqMin	LOW	SYN	2.1	1.7
Lapesa-2014-772-578	578	scratch	verb	1436	SCRATCH	479:to-rub-to-scratch:1	←563	poli3	freqMax	NOT	SYN	2.5	1.2
Lapesa-2014-772-579	579	scream	verb	3809	SCREAM (PRODUCE A CRY)	482:to-screech-to-scream:1 487:to-screech-to-scream:1	←580 ←580	poli3 poli3	freqMin freqMin	NOT HIGH	ANT SYN	0.1 4.1	0.2 4.1
Lapesa-2014-772-580	580	screech	verb			481:to-screech-to-sound:0 482:to-screech-to-scream:0 483:to-screech-to-whisper:0 484:to-screech-to-whine:0 485:to-screech-to-yell:0 486:to-screech-to-whisper:0 487:to-screech-to-scream:0 488:to-screech-to-whisper:0 489:to-screech-to-listen:0	→616 →579 →755 →752 →770 →755 →579 →755 →402	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin	LOW NOT NOT LOW HIGH HIGH HIGH NOT LOW	HYP ANT SYN SYN HYP ANT SYN HYP ANT	4.5 0.1 0.5 2.5 4.2 4.8 4.1 0.3 3.2	4.4 0.2 0.1 2.6 4.6 4.8 4.1 0.4 2.7
Lapesa-2014-772-581	581	scribe	verb			490:to-scribe-to-read:0 491:to-scribe-to-copy:0 492:to-scribe-to-write:0	→531 →143 →768	poli1 poli1 poli1	freqMin freqMin freqMin	NOT LOW HIGH	HYP HYP HYP	0.3 3.6 4.9	1.4 4.3 4.2
Lapesa-2014-772-582	582	scriptural	adjective			13:biblical-scriptural:1	←63	poli2	freqMax	LOW	SYN	4	4.6
Lapesa-2014-772-583	583	seafood	noun			661:crab-seafood:1 735:lobster-seafood:1	←147 ←405	poli3 poli2	freqMed freqMed	LOW HIGH	SYN HYP	3 4.9	2.9 5
Lapesa-2014-772-584	584	secular	adjective			12:biblical-secular:1 14:biblical-secular:1 18:biblical-secular:1	←63 ←63 ←63	poli2 poli2 poli2	freqMax freqMax freqMax	NOT NOT HIGH	HYP SYN ANT	0.8 0.4 3.8	1.125 0 4
Lapesa-2014-772-585	585	see	verb	1409	SEE	329:to-court-to-see:1 468:to-picture-to-see:1	←146 ←486	poli3 poli2	freqMed freqMax	LOW LOW	HYP HYP	3.4 4	3.4 3.5
Lapesa-2014-772-586	586	send	verb	1127	SEND	361:to-export-to-send:1	←248	poli1	freqMax	LOW	SYN	3.8	3.2
Lapesa-2014-772-587	587	sensitive	adjective			33:deaf-sensitive:1 48:emotional-sensitive:1	←163 ←221	poli3 poli3	freqMax freqMax	LOW NOT	ANT ANT	2 0.3	1.1 0.2
Lapesa-2014-772-588	588	sensuality	noun			814:sexuality-sensuality:1	←591	poli1	freqMax	NOT	ANT	0.5	0.1
Lapesa-2014-772-589	589	separate	verb	1359	SEPARATE	273:to-amalgamate-to-separate:1 429:to-lump-to-separate:1	←33 ←409	poli1 poli2	freqMed freqMin	HIGH NOT	ANT HYP	4.8 0.5	4.3 0.6
Lapesa-2014-772-590	590	settle	verb			571:to-whisk-to-settle:1 573:to-whisk-to-settle:1	←754 ←754	poli3 poli3	freqMed freqMed	NOT NOT	SYN HYP	0 0.1	0.2 0.1
Lapesa-2014-772-591	591	sexuality	noun			814:sexuality-sensuality:0 815:sexuality-chastity:0 816:sexuality-asexuality:0	→588 →99 →45	poli1 poli1 poli1	freqMax freqMax freqMax	NOT LOW HIGH	ANT ANT ANT	0.5 3.7 4.1	0.1 3.2 4.2
Lapesa-2014-772-592	592	shallow	adjective	193	SHALLOW	145:superficial-shallow:1 148:superficial-shallow:1	←649 ←649	poli3 poli3	freqMed freqMed	NOT HIGH	ANT SYN	0.5 4.7	0.2 4.5
Lapesa-2014-772-593	593	sharpen	verb	251	SHARPEN (SOMETHING)	369:to-hone-to-sharpen:1	←321	poli2	freqMed	HIGH	SYN	4.3	4.3
Lapesa-2014-772-594	594	shine	verb	708	SHINE	557:to-twinkle-to-shine:1 558:to-twinkle-to-shine:1	←685 ←685	poli2 poli2	freqMin freqMin	LOW HIGH	SYN HYP	3.3 4.8	4 4.8
Lapesa-2014-772-595	595	ship	verb			363:to-export-to-ship:1	←248	poli1	freqMax	HIGH	SYN	3.7	3.7
Lapesa-2014-772-596	596	short	adjective	1645	SHORT	25:concise-short:1	←126	poli3	freqMed	HIGH	HYP	4.9	4.5
Lapesa-2014-772-597	597	shout	verb	715	SHOUT	578:to-whisper-to-shout:1 580:to-whisper-to-shout:1 582:to-whisper-to-shout:1	←755 ←755 ←755	poli1 poli1 poli1	freqMed freqMed freqMed	NOT NOT HIGH	HYP SYN ANT	0 0 4.9	0 0 5
Lapesa-2014-772-598	598	show	noun			697:encore-show:1	←226	poli1	freqMed	LOW	HYP	2	3.4
Lapesa-2014-772-599	599	silence	noun	3458	SILENCE	826:thump-silence:1	←667	poli2	freqMin	NOT	HYP	0.1	0
Lapesa-2014-772-600	600	similarity	noun			655:contradiction-similarity:1	←140	poli3	freqMax	LOW	ANT	4.2	3.5
Lapesa-2014-772-601	601	simper	verb			493:to-simper-to-sneer:0 494:to-simper-to-frown:0 495:to-simper-to-smirk:0	→612 →276 →610	poli1 poli1 poli1	freqMin freqMin freqMin	LOW HIGH NOT	ANT ANT ANT	2.1 3.1 1.1	3.3 2.9 1.4
Lapesa-2014-772-602	602	simplify	verb			515:to-streamline-to-simplify:1	←641	poli1	freqMed	NOT	ANT	0	0
Lapesa-2014-772-603	603	single	adjective			42:double-single:1 43:double-single:1	←209 ←209	poli2 poli2	freqMax freqMax	HIGH NOT	ANT SYN	3.6 0.1	3.3 0
Lapesa-2014-772-604	604	size	noun	2845	SIZE (OF OBJECT)	736:measurement-size:1	←422	poli2	freqMax	NOT	ANT	0.3	0.6
Lapesa-2014-772-605	605	skyline	noun			817:skyline-ground:0 818:skyline-horizon:0 819:skyline-landscape:0	→302 →322 →386	poli2 poli2 poli2	freqMed freqMed freqMed	NOT HIGH LOW	SYN SYN SYN	1 3.8 2.6	0.9 4.3 2.1
Lapesa-2014-772-606	606	slam	verb			496:to-slam-to-praise:0 497:to-slam-to-flatter:0 498:to-slam-to-bang:0	→499 →265 →53	poli3 poli3 poli3	freqMed freqMed freqMed	HIGH LOW NOT	ANT ANT ANT	3.9 4.4 0.2	4 4.4 0.8
Lapesa-2014-772-607	607	slap	verb			533:to-swat-to-slap:1 536:to-swat-to-slap:1	←652 ←652	poli1 poli1	freqMin freqMin	LOW LOW	HYP SYN	3.4 4.1	4.2 4.5
Lapesa-2014-772-608	608	slowness	noun			842:velocity-slowness:1	←740	poli1	freqMax	NOT	SYN	1.4	1.3
Lapesa-2014-772-609	609	small	adjective	1246	SMALL	106:partial-small:1	←476	poli2	freqMax	LOW	SYN	1.4	1.4
Lapesa-2014-772-610	610	smirk	verb			495:to-simper-to-smirk:1	←601	poli1	freqMin	NOT	ANT	1.1	1.4
Lapesa-2014-772-611	611	smooth	adjective	1234	SMOOTH	189:uneven-smooth:1	←700	poli3	freqMed	LOW	ANT	4.6	4.5
Lapesa-2014-772-612	612	sneer	verb			493:to-simper-to-sneer:1	←601	poli1	freqMin	LOW	ANT	2.1	3.3
Lapesa-2014-772-613	613	sniff	verb	375	SNIFF	447:to-nose-to-sniff:1	←450	poli3	freqMin	NOT	ANT	0.1	0.7
Lapesa-2014-772-614	614	sober	verb			399:to-intoxicate-to-sober:1	←368	poli3	freqMin	HIGH	ANT	5	5
Lapesa-2014-772-615	615	sole	adjective			7:associative-sole:1	←47	poli3	freqMin	LOW	ANT	1.6	3.3
Lapesa-2014-772-616	616	sound	verb	2879	SOUND (OF INSTRUMENT OR VOICE)	481:to-screech-to-sound:1 522:to-strum-to-sound:1 827:thump-sound:1	←580 ←645 ←667	poli3 poli1 poli2	freqMin freqMin freqMin	LOW LOW HIGH	HYP HYP HYP	4.5 3 4.7	4.4 3.6 4.8
Lapesa-2014-772-617	617	sparkle	verb			559:to-twinkle-to-sparkle:1 560:to-twinkle-to-sparkle:1	←685 ←685	poli2 poli2	freqMin freqMin	HIGH LOW	SYN HYP	4.6 3.8	4.7 2.7
Lapesa-2014-772-618	618	spatial	adjective			39:dimensional-spatial:1	←188	poli1	freqMed	NOT	ANT	1	1.1
Lapesa-2014-772-619	619	speak	verb	1623	SPEAK	575:to-whisper-to-speak:1	←755	poli1	freqMed	HIGH	HYP	4	4
Lapesa-2014-772-620	620	speed	noun			841:velocity-speed:1	←740	poli1	freqMax	HIGH	SYN	3.9	4.7
Lapesa-2014-772-621	621	spider	noun	843	SPIDER	611:arachnid-spider:1	←39	poli1	freqMin	HIGH	SYN	4.6	4.5
Lapesa-2014-772-622	622	spin	verb	121	SPIN	501:to-spiral-to-spin:1 504:to-spiral-to-spin:1	←623 ←623	poli3 poli3	freqMed freqMed	HIGH NOT	SYN ANT	3.8 0	4.2 0.2
Lapesa-2014-772-623	623	spiral	verb			499:to-spiral-to-straighten:0 500:to-spiral-to-straighten:0 501:to-spiral-to-spin:0 502:to-spiral-to-uncurl:0 503:to-spiral-to-wind:0 504:to-spiral-to-spin:0	→640 →640 →622 →695 →759 →622	poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed	HIGH NOT HIGH LOW LOW NOT	ANT SYN SYN ANT SYN ANT	4.8 0.1 3.8 4.2 3.1 0	4.3 0 4.2 4.8 2 0.2
Lapesa-2014-772-624	624	split	verb	1437	SPLIT	505:to-split-to-break:0 506:to-split-to-divide:0 507:to-split-to-join:0 508:to-split-to-join:0 509:to-split-to-join:0 510:to-split-to-divide:0 511:to-split-to-divide:0 512:to-split-to-combine:0 513:to-split-to-part:0	→77 →205 →375 →375 →375 →205 →205 →114 →475	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	LOW HIGH NOT HIGH NOT HIGH NOT LOW LOW	SYN SYN SYN ANT HYP HYP ANT ANT HYP	3.5 4.7 0 4.3 0 4.9 0 5 4.4	4 4.7 0 5 0 4.9 0.1 4.4 3.8
Lapesa-2014-772-625	625	stagnate	verb			373:to-immobilize-to-stagnate:1	←335	poli3	freqMin	LOW	SYN	2.8	2.8
Lapesa-2014-772-626	626	stagnation	noun			740:metamorphosis-stagnation:1 743:metamorphosis-stagnation:1 745:metamorphosis-stagnation:1	←425 ←425 ←425	poli3 poli3 poli3	freqMin freqMin freqMin	NOT NOT HIGH	HYP SYN ANT	0 0 4.1	0.1 0 4.4
Lapesa-2014-772-627	627	star	noun	1430	STAR	763:planet-star:1	←489	poli2	freqMax	LOW	ANT	1.2	1.3
Lapesa-2014-772-628	628	stare	verb			584:to-wink-to-stare:1	←760	poli3	freqMin	NOT	HYP	0.8	0.6
Lapesa-2014-772-629	629	stasis	noun			744:metamorphosis-stasis:1	←425	poli3	freqMin	LOW	ANT	3.6	3.8
Lapesa-2014-772-630	630	state	noun			771:preparedness-state:1	←503	poli1	freqMin	HIGH	HYP	3.3	4.5
Lapesa-2014-772-631	631	statement	noun			617:assertion-statement:1	←46	poli2	freqMax	HIGH	HYP	3.7	3.9
Lapesa-2014-772-632	632	stay	verb	987	REMAIN	414:to-journey-to-stay:1 544:to-tour-to-stay:1	←376 ←672	poli2 poli1	freqMed freqMax	NOT NOT	HYP SYN	0.1 0.3	0 0.3
Lapesa-2014-772-633	633	sterilize	verb			322:to-contaminate-to-sterilize:1	←139	poli2	freqMed	HIGH	ANT	4.9	5
Lapesa-2014-772-634	634	stir	verb	696	STIR	569:to-whisk-to-stir:1 570:to-whisk-to-stir:1	←754 ←754	poli3 poli3	freqMed freqMed	HIGH HIGH	HYP SYN	4.7 4.5	4.5 4.5
Lapesa-2014-772-635	635	stoic	adjective			47:emotional-stoic:1	←221	poli3	freqMax	LOW	ANT	4.8	4.1
Lapesa-2014-772-636	636	stomp	verb			446:to-nose-to-stomp:1	←450	poli3	freqMin	LOW	ANT	0.4	1.1
Lapesa-2014-772-637	637	stone	noun	857	STONE	820:stone-rock:0 821:stone-sand:0 822:stone-crystal:0	→561 →569 →156	poli3 poli3 poli3	freqMax freqMax freqMax	HIGH NOT LOW	SYN SYN SYN	4.8 0.9 2.8	4.9 0.8 2.3
Lapesa-2014-772-638	638	stop	verb	2880	HALT (STOP)	374:to-immobilize-to-stop:1	←335	poli3	freqMin	HIGH	SYN	4	4.5
